player_name,minutes_played,goals_scored,assists,yellow_cards,red_cards,player_ratings,month,day,opponent,team,score
Lucas Soares,58.0,0.0,0.0,0.0,0.0,6.7,Jan,11,Nacional,Santa Clara,1.0
Leonardo Lelo,86.0,0.0,0.0,0.0,0.0,6.5,Aug,24,Santa Clara,Casa Pia AC,0.0
Leonardo Lelo,90.0,0.0,0.0,0.0,0.0,6.2,Aug,17,Benfica,Casa Pia AC,0.0
Leonardo Lelo,90.0,0.0,0.0,0.0,0.0,6.9,Aug,10,Boavista,Casa Pia AC,0.0
Leonardo Lelo,90.0,0.0,0.0,0.0,0.0,6.5,May,12,Moreirense,Casa Pia AC,0.0
Leonardo Lelo,90.0,1.0,0.0,0.0,0.0,8.0,May,5,Braga,Casa Pia AC,3.0
Leonardo Lelo,90.0,0.0,0.0,0.0,0.0,7.5,Apr,27,Chaves,Casa Pia AC,3.0
Leonardo Lelo,90.0,0.0,0.0,0.0,0.0,6.9,Apr,21,FC Porto,Casa Pia AC,1.0
Leonardo Lelo,90.0,0.0,0.0,0.0,0.0,7.7,Apr,14,Portimonense,Casa Pia AC,2.0
Joao Goncalves,90.0,0.0,0.0,0.0,0.0,6.0,Aug,24,Famalicao,Boavista,0.0
Joao Goncalves,90.0,0.0,0.0,0.0,0.0,6.2,Aug,18,Braga,Boavista,0.0
Joao Goncalves,90.0,0.0,0.0,0.0,0.0,7.4,Aug,10,Casa Pia AC,Boavista,1.0
Joao Goncalves,90.0,0.0,0.0,0.0,0.0,5.6,May,18,Vizela,Boavista,2.0
Joao Goncalves,90.0,0.0,0.0,1.0,0.0,5.9,May,12,FC Porto,Boavista,1.0
Joao Goncalves,90.0,0.0,0.0,0.0,0.0,7.0,May,4,Gil Vicente,Boavista,1.0
Joao Goncalves,90.0,0.0,0.0,0.0,0.0,6.3,Apr,27,Vitoria de Guimaraes,Boavista,1.0
Joao Goncalves,90.0,0.0,0.0,0.0,0.0,6.9,Apr,20,Estrela da Amadora,Boavista,1.0
Joao Goncalves,90.0,0.0,0.0,0.0,0.0,6.4,Apr,14,Arouca,Boavista,1.0
Ivo Rodrigues,20.0,0.0,0.0,1.0,0.0,6.5,Aug,25,Nacional,Arouca,1.0
Wendell,22.0,0.0,0.0,0.0,0.0,6.5,Aug,24,Rio Ave,FC Porto,2.0
Wendell,120.0,0.0,0.0,0.0,0.0,7.4,May,26,Sporting CP,FC Porto,2.0
Wendell,90.0,0.0,0.0,0.0,0.0,7.9,May,18,Braga,FC Porto,1.0
Fran Navarro,1.0,0.0,0.0,0.0,0.0,6.7,Aug,24,Rio Ave,FC Porto,2.0
Fran Navarro,68.0,0.0,0.0,0.0,0.0,7.0,Aug,16,Santa Clara,FC Porto,2.0
Fran Navarro,15.0,0.0,0.0,0.0,0.0,6.1,Aug,10,Gil Vicente,FC Porto,3.0
Fran Navarro,37.0,0.0,0.0,0.0,0.0,5.6,Aug,3,Sporting CP,FC Porto,4.0
Fran Navarro,45.0,0.0,0.0,0.0,0.0,5.7,May,12,PAOK Thessaloniki FC,FC Porto,2.0
Fran Navarro,73.0,1.0,0.0,0.0,0.0,8.0,Apr,28,Lamia,FC Porto,2.0
Fran Navarro,85.0,0.0,0.0,0.0,0.0,7.0,Apr,21,PAOK Thessaloniki FC,FC Porto,2.0
Miguel Baeza,45.0,0.0,0.0,0.0,0.0,6.5,Aug,25,Arouca,Nacional,0.0
Miguel Baeza,37.0,0.0,0.0,0.0,0.0,5.9,Aug,17,Sporting CP,Nacional,1.0
Miguel Baeza,71.0,1.0,0.0,0.0,0.0,7.1,Aug,10,AVS Futebol SAD,Nacional,1.0
Angelo Neto,45.0,0.0,0.0,0.0,0.0,6.3,Aug,23,Sporting CP,Farense,0.0
Angelo Neto,64.0,0.0,0.0,1.0,0.0,7.4,Aug,17,Rio Ave,Farense,0.0
Angelo Neto,88.0,0.0,0.0,0.0,0.0,5.9,Aug,11,Moreirense,Farense,1.0
Angelo Neto,73.0,0.0,0.0,0.0,0.0,6.3,May,12,Moreirense,Farense,0.0
Kazu,90.0,0.0,0.0,0.0,0.0,6.5,Aug,16,AVS Futebol SAD,Gil Vicente,4.0
Kazu,47.0,0.0,0.0,0.0,0.0,6.5,May,18,Estrela da Amadora,Gil Vicente,0.0
Kazu,1.0,0.0,0.0,0.0,0.0,6.5,Mar,16,Braga,Gil Vicente,1.0
Kazu,6.0,0.0,0.0,0.0,0.0,6.5,Feb,13,Vizela,Gil Vicente,0.0
Marko Grujic,12.0,0.0,0.0,0.0,0.0,6.5,Aug,24,Rio Ave,FC Porto,2.0
Marko Grujic,63.0,0.0,0.0,0.0,0.0,5.6,Aug,3,Sporting CP,FC Porto,4.0
Marko Grujic,35.0,0.0,0.0,0.0,0.0,6.7,May,26,Sporting CP,FC Porto,2.0
Marko Grujic,1.0,0.0,0.0,0.0,0.0,6.7,May,18,Braga,FC Porto,1.0
Nermin Zolotic,90.0,0.0,0.0,0.0,0.0,6.2,Aug,17,Benfica,Casa Pia AC,0.0
Nermin Zolotic,90.0,0.0,0.0,1.0,0.0,6.8,Aug,10,Boavista,Casa Pia AC,0.0
Nermin Zolotic,7.0,0.0,0.0,0.0,0.0,6.7,May,17,Famalicao,Casa Pia AC,2.0
Nermin Zolotic,90.0,0.0,0.0,0.0,0.0,7.0,May,12,Moreirense,Casa Pia AC,0.0
Nermin Zolotic,90.0,0.0,0.0,0.0,0.0,5.7,May,5,Braga,Casa Pia AC,3.0
Nermin Zolotic,90.0,0.0,0.0,0.0,0.0,7.2,Apr,27,Chaves,Casa Pia AC,3.0
Nermin Zolotic,74.0,0.0,0.0,1.0,0.0,6.0,Apr,21,FC Porto,Casa Pia AC,1.0
Nermin Zolotic,90.0,1.0,0.0,0.0,0.0,7.5,Apr,14,Portimonense,Casa Pia AC,2.0
Patrick Sequeira,90.0,0.0,0.0,0.0,0.0,6.1,Aug,24,Santa Clara,Casa Pia AC,0.0
Patrick Sequeira,90.0,0.0,0.0,0.0,0.0,6.9,Aug,17,Benfica,Casa Pia AC,0.0
Sidnei Tavares,45.0,0.0,0.0,0.0,0.0,6.6,Aug,25,Braga,Moreirense,1.0
Sidnei Tavares,64.0,0.0,0.0,0.0,1.0,6.4,Aug,11,Farense,Moreirense,2.0
Amine El Ouazzani,37.0,1.0,0.0,0.0,0.0,6.9,Aug,29,Rapid Wien,Braga,2.0
Amine El Ouazzani,19.0,0.0,0.0,0.0,0.0,6.1,Aug,25,Moreirense,Braga,3.0
Amine El Ouazzani,61.0,0.0,0.0,0.0,0.0,6.2,Aug,22,Rapid Wien,Braga,2.0
Amine El Ouazzani,21.0,0.0,0.0,0.0,0.0,5.9,Aug,18,Boavista,Braga,1.0
Amine El Ouazzani,57.0,1.0,0.0,0.0,0.0,7.5,Aug,15,Servette,Braga,2.0
Amine El Ouazzani,70.0,1.0,0.0,0.0,0.0,7.5,Aug,11,Estrela da Amadora,Braga,1.0
Amine El Ouazzani,21.0,0.0,0.0,1.0,0.0,6.3,Aug,8,Servette,Braga,0.0
Amine El Ouazzani,90.0,1.0,0.0,0.0,0.0,7.6,Aug,1,Maccabi Petach Tikva,Braga,5.0
Amine El Ouazzani,77.0,0.0,0.0,0.0,0.0,6.7,Jul,25,Maccabi Petach Tikva,Braga,2.0
Bruno Costa,45.0,0.0,0.0,0.0,0.0,6.7,Aug,25,Arouca,Nacional,0.0
Bruno Costa,53.0,0.0,0.0,0.0,0.0,6.6,Aug,17,Sporting CP,Nacional,1.0
Bruno Costa,19.0,0.0,0.0,0.0,0.0,6.2,Aug,10,AVS Futebol SAD,Nacional,1.0
Bruno Costa,58.0,0.0,0.0,0.0,0.0,6.7,Mar,9,Farense,Nacional,1.0
Bruno Costa,90.0,0.0,0.0,0.0,0.0,6.8,Mar,3,Portimonense,Nacional,1.0
Vinicius Zanocelo,90.0,0.0,0.0,1.0,0.0,6.8,Aug,25,Gil Vicente,Estoril,0.0
Vinicius Zanocelo,90.0,0.0,0.0,0.0,0.0,6.4,Aug,18,Vitoria de Guimaraes,Estoril,0.0
Vinicius Zanocelo,90.0,0.0,0.0,1.0,0.0,6.3,Aug,11,Santa Clara,Estoril,1.0
Vinicius Zanocelo,90.0,0.0,0.0,1.0,0.0,6.7,May,11,Sporting CP,Estoril,0.0
Vinicius Zanocelo,71.0,0.0,0.0,0.0,0.0,6.6,May,5,Farense,Estoril,2.0
Vinicius Zanocelo,90.0,0.0,0.0,0.0,0.0,7.6,Apr,28,Famalicao,Estoril,1.0
Vinicius Zanocelo,90.0,0.0,0.0,0.0,0.0,6.7,Apr,21,Chaves,Estoril,2.0
Vinicius Zanocelo,90.0,0.0,0.0,0.0,0.0,6.8,Apr,13,Braga,Estoril,0.0
Pedro Santos,11.0,0.0,0.0,0.0,0.0,6.0,Aug,25,Nacional,Arouca,1.0
Pedro Santos,11.0,0.0,0.0,0.0,0.0,6.0,Aug,25,Nacional,Moreirense,1.0
Pedro Santos,90.0,0.0,0.0,0.0,0.0,6.9,Aug,12,Vitoria de Guimaraes,Arouca,0.0
Pedro Santos,83.0,0.0,0.0,0.0,0.0,6.4,May,18,Vitoria de Guimaraes,Arouca,1.0
Pedro Santos,83.0,0.0,0.0,0.0,0.0,6.4,May,18,Vitoria de Guimaraes,Moreirense,2.0
Pedro Santos,50.0,0.0,0.0,0.0,0.0,6.1,May,12,Benfica,Arouca,0.0
Pedro Santos,50.0,0.0,0.0,0.0,0.0,6.1,May,12,Benfica,Moreirense,1.0
Pedro Santos,28.0,0.0,0.0,0.0,0.0,6.4,May,5,Estrela da Amadora,Arouca,0.0
Pedro Santos,81.0,0.0,0.0,0.0,0.0,7.7,Apr,26,Gil Vicente,Arouca,2.0
Pedro Santos,89.0,0.0,0.0,0.0,0.0,7.9,Apr,19,Rio Ave,Arouca,1.0
Pedro Santos,90.0,0.0,0.0,0.0,0.0,7.7,Apr,14,Boavista,Arouca,2.0
Pedro Santos,90.0,0.0,0.0,0.0,0.0,7.7,Apr,14,Boavista,Moreirense,0.0
Pedro Santos,68.0,0.0,0.0,1.0,0.0,7.2,Apr,6,Braga,Arouca,3.0
Rafik Guitane,8.0,0.0,0.0,0.0,0.0,7.1,Aug,25,Gil Vicente,Braga,3.0
Rafik Guitane,12.0,0.0,0.0,0.0,0.0,6.3,Aug,18,Vitoria de Guimaraes,Braga,1.0
Rafik Guitane,77.0,0.0,0.0,0.0,0.0,6.7,Aug,11,Santa Clara,Braga,1.0
Rafik Guitane,90.0,0.0,0.0,0.0,0.0,7.4,May,18,Moreirense,Braga,0.0
Rafik Guitane,90.0,0.0,0.0,0.0,0.0,6.6,May,11,Sporting CP,Braga,3.0
Rafik Guitane,19.0,0.0,0.0,0.0,0.0,6.4,May,5,Farense,Braga,4.0
Rafik Guitane,90.0,0.0,0.0,0.0,0.0,6.6,Apr,13,Braga,Braga,1.0
Joao Tome,37.0,0.0,0.0,0.0,0.0,6.0,Aug,24,FC Porto,Rio Ave,0.0
Joao Tome,90.0,0.0,0.0,0.0,0.0,7.1,Aug,17,Farense,Rio Ave,1.0
Joao Tome,45.0,0.0,0.0,0.0,0.0,6.3,Aug,9,Sporting CP,Rio Ave,1.0
Nani,70.0,0.0,0.0,0.0,0.0,6.7,Aug,24,Benfica,Estrela da Amadora,0.0
Nani,45.0,0.0,0.0,0.0,0.0,6.5,Aug,19,Famalicao,Estrela da Amadora,0.0
Nani,22.0,0.0,0.0,1.0,0.0,6.2,Aug,11,Braga,Estrela da Amadora,1.0
Nani,45.0,1.0,0.0,0.0,0.0,7.9,Mar,16,Sivasspor,Estrela da Amadora,0.0
Victor Gomez,90.0,0.0,0.0,0.0,0.0,7.1,Aug,29,Rapid Wien,Braga,2.0
Victor Gomez,80.0,0.0,0.0,0.0,0.0,6.8,Aug,25,Moreirense,Braga,3.0
Victor Gomez,90.0,0.0,0.0,0.0,0.0,8.2,Aug,22,Rapid Wien,Braga,2.0
Victor Gomez,21.0,0.0,0.0,1.0,0.0,6.2,Aug,18,Boavista,Braga,1.0
Victor Gomez,88.0,0.0,1.0,0.0,0.0,8.2,Aug,15,Servette,Braga,2.0
Victor Gomez,90.0,0.0,0.0,0.0,0.0,7.5,Aug,8,Servette,Braga,0.0
Victor Gomez,90.0,0.0,0.0,0.0,0.0,6.9,Aug,1,Maccabi Petach Tikva,Braga,5.0
Victor Gomez,90.0,0.0,0.0,0.0,0.0,6.9,Jul,25,Maccabi Petach Tikva,Braga,2.0
Victor Gomez,12.0,0.0,0.0,0.0,1.0,4.9,May,18,FC Porto,Braga,0.0
Pedro Amaral,90.0,0.0,0.0,0.0,0.0,7.3,Aug,25,Gil Vicente,Estoril,0.0
Pedro Amaral,90.0,0.0,0.0,0.0,0.0,6.5,Aug,18,Vitoria de Guimaraes,Estoril,0.0
Pedro Amaral,90.0,0.0,0.0,0.0,0.0,5.6,Aug,11,Santa Clara,Estoril,1.0
Pedro Amaral,45.0,0.0,0.0,0.0,0.0,6.5,Apr,21,Panathinaikos,Estoril,2.0
Pedro Amaral,90.0,0.0,0.0,0.0,0.0,6.6,Mar,10,AEK Athens,Estoril,1.0
Joao Goulart,90.0,0.0,0.0,0.0,0.0,6.7,Aug,24,Santa Clara,Casa Pia AC,0.0
Joao Goulart,90.0,0.0,0.0,0.0,0.0,5.9,Aug,17,Benfica,Casa Pia AC,0.0
Joao Goulart,89.0,0.0,0.0,0.0,0.0,6.8,Aug,10,Boavista,Casa Pia AC,0.0
José Fonte,90.0,0.0,0.0,1.0,0.0,5.9,Aug,24,Santa Clara,Casa Pia AC,0.0
José Fonte,90.0,0.0,0.0,0.0,0.0,6.4,Aug,17,Benfica,Casa Pia AC,0.0
José Fonte,90.0,0.0,0.0,0.0,0.0,6.9,Aug,10,Boavista,Casa Pia AC,0.0
José Fonte,1.0,0.0,0.0,0.0,0.0,6.7,May,5,Casa Pia AC,Casa Pia AC,3.0
Michel Costa,58.0,0.0,0.0,1.0,0.0,6.5,Aug,25,Gil Vicente,Estoril,0.0
Michel Costa,78.0,0.0,0.0,0.0,0.0,6.1,Aug,18,Vitoria de Guimaraes,Estoril,0.0
Michel Costa,90.0,0.0,0.0,0.0,0.0,6.8,Aug,11,Santa Clara,Estoril,1.0
Michel Costa,90.0,0.0,0.0,0.0,0.0,6.5,May,18,Moreirense,Estoril,1.0
Michel Costa,69.0,0.0,0.0,0.0,0.0,6.0,May,11,Sporting CP,Estoril,0.0
Eliaquim Mangala,90.0,0.0,0.0,1.0,0.0,7.2,Aug,25,Gil Vicente,Estoril,0.0
Eliaquim Mangala,90.0,0.0,0.0,0.0,0.0,6.1,Aug,18,Vitoria de Guimaraes,Estoril,0.0
Eliaquim Mangala,90.0,0.0,0.0,1.0,0.0,6.0,Aug,11,Santa Clara,Estoril,1.0
Eliaquim Mangala,4.0,0.0,0.0,0.0,0.0,6.5,May,18,Moreirense,Estoril,1.0
Eliaquim Mangala,11.0,0.0,0.0,0.0,0.0,5.9,May,11,Sporting CP,Estoril,0.0
Amine Oudrhiri Idrissi,84.0,0.0,0.0,0.0,0.0,6.4,Aug,24,FC Porto,Rio Ave,0.0
Amine Oudrhiri Idrissi,75.0,0.0,0.0,0.0,0.0,6.7,Aug,17,Farense,Rio Ave,1.0
Amine Oudrhiri Idrissi,76.0,0.0,0.0,0.0,0.0,6.2,Aug,9,Sporting CP,Rio Ave,1.0
Amine Oudrhiri Idrissi,75.0,0.0,0.0,1.0,0.0,6.6,May,17,Benfica,Rio Ave,1.0
Amine Oudrhiri Idrissi,82.0,1.0,0.0,0.0,0.0,7.6,May,11,Portimonense,Rio Ave,2.0
Amine Oudrhiri Idrissi,6.0,0.0,0.0,0.0,0.0,6.8,May,4,Vitoria de Guimaraes,Rio Ave,2.0
Amine Oudrhiri Idrissi,33.0,0.0,0.0,0.0,0.0,6.1,Mar,30,Boavista,Rio Ave,0.0
Amine Oudrhiri Idrissi,90.0,0.0,0.0,0.0,0.0,7.4,Mar,16,Farense,Rio Ave,1.0
Gustavo Henrique Rodrigues,56.0,0.0,0.0,0.0,0.0,6.2,Aug,24,Benfica,Estrela da Amadora,0.0
Gustavo Henrique Rodrigues,45.0,0.0,0.0,0.0,0.0,6.8,Aug,19,Famalicao,Estrela da Amadora,0.0
Gustavo Henrique Rodrigues,68.0,0.0,0.0,0.0,0.0,6.3,Aug,11,Braga,Estrela da Amadora,1.0
Gustavo Henrique Rodrigues,54.0,0.0,0.0,0.0,0.0,6.6,Jan,14,Gil Vicente,Estrela da Amadora,1.0
Gustavo Henrique Rodrigues,56.0,0.0,0.0,0.0,0.0,6.2,Jan,6,Vizela,Estrela da Amadora,1.0
Joao Novais,45.0,0.0,0.0,0.0,0.0,5.7,Aug,24,FC Porto,Rio Ave,0.0
Joao Novais,86.0,0.0,0.0,0.0,0.0,7.3,Aug,17,Farense,Rio Ave,1.0
Joao Novais,90.0,0.0,0.0,0.0,0.0,6.3,Aug,9,Sporting CP,Rio Ave,1.0
Alejandro Marques,90.0,0.0,0.0,0.0,0.0,6.4,Aug,25,Gil Vicente,Estoril,0.0
Alejandro Marques,70.0,0.0,0.0,0.0,0.0,6.1,Aug,18,Vitoria de Guimaraes,Estoril,0.0
Alejandro Marques,77.0,1.0,0.0,0.0,0.0,6.8,Aug,11,Santa Clara,Estoril,1.0
Alejandro Marques,79.0,0.0,0.0,0.0,0.0,6.4,May,18,Moreirense,Estoril,1.0
Alejandro Marques,21.0,0.0,0.0,0.0,0.0,5.8,May,11,Sporting CP,Estoril,0.0
Alejandro Marques,19.0,0.0,0.0,0.0,0.0,6.0,May,5,Farense,Estoril,2.0
Alejandro Marques,11.0,0.0,0.0,0.0,0.0,6.3,Apr,28,Famalicao,Estoril,1.0
Alejandro Marques,17.0,0.0,0.0,0.0,0.0,6.2,Apr,13,Braga,Estoril,0.0
Fabio Ronaldo,53.0,0.0,0.0,0.0,0.0,6.4,Aug,24,FC Porto,Rio Ave,0.0
Fabio Ronaldo,45.0,0.0,0.0,0.0,0.0,7.0,May,17,Benfica,Rio Ave,1.0
Fabio Ronaldo,64.0,0.0,0.0,0.0,0.0,6.4,May,11,Portimonense,Rio Ave,2.0
Fabio Ronaldo,6.0,0.0,0.0,0.0,0.0,6.8,May,4,Vitoria de Guimaraes,Rio Ave,2.0
Fabio Ronaldo,32.0,0.0,0.0,0.0,0.0,5.8,Apr,27,Vizela,Rio Ave,1.0
Fabio Ronaldo,72.0,0.0,0.0,0.0,0.0,6.5,Apr,19,Arouca,Rio Ave,1.0
Fabio Ronaldo,45.0,0.0,0.0,0.0,0.0,6.1,Apr,14,Estrela da Amadora,Rio Ave,2.0
Ricardo Velho,90.0,0.0,0.0,0.0,0.0,6.2,Aug,23,Sporting CP,Farense,0.0
Ricardo Velho,90.0,0.0,0.0,0.0,0.0,6.4,Aug,17,Rio Ave,Farense,0.0
Ricardo Velho,90.0,0.0,0.0,0.0,0.0,6.6,Aug,11,Moreirense,Farense,1.0
Ricardo Velho,90.0,0.0,0.0,0.0,0.0,6.3,May,5,Estoril,Farense,3.0
Ricardo Velho,90.0,0.0,0.0,0.0,0.0,7.9,Apr,29,Estrela da Amadora,Farense,3.0
Ricardo Velho,90.0,0.0,0.0,0.0,0.0,7.0,Apr,22,Benfica,Farense,1.0
Ricardo Velho,90.0,0.0,0.0,0.0,0.0,7.1,Apr,13,Vitoria de Guimaraes,Farense,1.0
Ricardo Velho,90.0,0.0,0.0,0.0,0.0,9.0,Apr,5,Boavista,Farense,2.0
Ricardo Velho,90.0,0.0,0.0,0.0,0.0,8.5,Mar,30,Arouca,Farense,1.0
Ferro,90.0,0.0,0.0,0.0,0.0,6.8,Aug,24,Benfica,Estrela da Amadora,0.0
Ferro,90.0,0.0,0.0,0.0,0.0,6.1,Aug,19,Famalicao,Estrela da Amadora,0.0
Pedro Alvaro,90.0,0.0,0.0,0.0,0.0,7.1,Aug,25,Gil Vicente,Estoril,0.0
Pedro Alvaro,90.0,0.0,0.0,0.0,0.0,6.4,Aug,18,Vitoria de Guimaraes,Estoril,0.0
Pedro Alvaro,90.0,0.0,0.0,1.0,0.0,5.7,Aug,11,Santa Clara,Estoril,1.0
Pedro Alvaro,90.0,0.0,1.0,0.0,0.0,7.2,May,18,Moreirense,Estoril,1.0
Pedro Alvaro,79.0,0.0,0.0,0.0,0.0,6.4,May,11,Sporting CP,Estoril,0.0
Pedro Alvaro,90.0,0.0,0.0,0.0,0.0,5.5,May,5,Farense,Estoril,2.0
Pedro Alvaro,90.0,0.0,0.0,0.0,0.0,7.4,Apr,28,Famalicao,Estoril,1.0
Pedro Alvaro,89.0,0.0,0.0,1.0,1.0,5.5,Apr,21,Chaves,Estoril,2.0
Pedro Alvaro,90.0,0.0,0.0,0.0,0.0,6.6,Apr,13,Braga,Estoril,0.0
Jonathan Lucca,53.0,0.0,0.0,1.0,0.0,6.6,Aug,25,Vitoria de Guimaraes,AVS Futebol SAD,1.0
Jonathan Lucca,23.0,0.0,0.0,0.0,0.0,6.3,Aug,16,Gil Vicente,AVS Futebol SAD,2.0
Jonathan Lucca,22.0,0.0,0.0,0.0,0.0,6.2,Aug,10,Nacional,AVS Futebol SAD,1.0
Jonathan Lucca,90.0,0.0,0.0,0.0,0.0,6.7,Jun,2,Portimonense,AVS Futebol SAD,2.0
Jonathan Lucca,90.0,0.0,0.0,0.0,0.0,7.1,May,25,Portimonense,AVS Futebol SAD,2.0
Jonathan Mutombo,15.0,0.0,0.0,0.0,0.0,6.4,Aug,10,FC Porto,Gil Vicente,0.0
Sphephelo Sithole,27.0,0.0,0.0,0.0,0.0,6.3,Aug,16,AVS Futebol SAD,Gil Vicente,4.0
Sphephelo Sithole,24.0,0.0,0.0,0.0,0.0,6.5,Aug,10,FC Porto,Gil Vicente,0.0
Jason,61.0,0.0,0.0,0.0,0.0,6.4,Aug,25,Nacional,Arouca,1.0
Jason,89.0,0.0,0.0,0.0,0.0,6.7,Aug,18,Moreirense,Arouca,1.0
Jason,88.0,0.0,0.0,1.0,0.0,6.0,Aug,12,Vitoria de Guimaraes,Arouca,0.0
Jason,54.0,0.0,0.0,0.0,0.0,6.3,May,18,Vitoria de Guimaraes,Arouca,1.0
Jason,85.0,0.0,0.0,0.0,0.0,6.0,May,12,Benfica,Arouca,0.0
Jason,83.0,0.0,0.0,0.0,0.0,6.7,May,5,Estrela da Amadora,Arouca,0.0
Jason,81.0,0.0,1.0,0.0,0.0,8.0,Apr,26,Gil Vicente,Arouca,2.0
Jason,88.0,0.0,0.0,0.0,0.0,6.8,Apr,19,Rio Ave,Arouca,1.0
Jason,81.0,0.0,0.0,0.0,0.0,7.7,Apr,14,Boavista,Arouca,2.0
Kikas,34.0,0.0,0.0,0.0,0.0,6.1,Aug,24,Benfica,Estrela da Amadora,0.0
Kikas,90.0,0.0,0.0,1.0,0.0,5.5,Aug,19,Famalicao,Estrela da Amadora,0.0
Kikas,90.0,1.0,0.0,0.0,0.0,7.6,Aug,11,Braga,Estrela da Amadora,1.0
Kikas,67.0,1.0,0.0,0.0,0.0,7.7,May,18,Gil Vicente,Estrela da Amadora,0.0
Kikas,51.0,0.0,0.0,0.0,0.0,5.7,Apr,29,Farense,Estrela da Amadora,0.0
Kikas,90.0,1.0,1.0,0.0,0.0,8.2,Apr,14,Rio Ave,Estrela da Amadora,2.0
Alan Ruiz,34.0,0.0,0.0,0.0,0.0,7.1,Aug,24,Benfica,Estrela da Amadora,0.0
Alan Ruiz,20.0,0.0,0.0,0.0,0.0,5.8,Aug,19,Famalicao,Estrela da Amadora,0.0
Alan Ruiz,18.0,0.0,0.0,1.0,0.0,6.1,Aug,11,Braga,Estrela da Amadora,1.0
Andre Geraldes,4.0,0.0,0.0,0.0,0.0,6.4,Aug,24,Santa Clara,Casa Pia AC,0.0
Andre Geraldes,3.0,0.0,0.0,0.0,0.0,6.4,Aug,17,Benfica,Casa Pia AC,0.0
Andre Geraldes,68.0,0.0,0.0,0.0,0.0,6.4,Aug,10,Boavista,Casa Pia AC,0.0
Andre Geraldes,90.0,0.0,0.0,0.0,0.0,6.9,May,17,Famalicao,Casa Pia AC,2.0
Andre Geraldes,83.0,0.0,0.0,0.0,0.0,6.2,May,12,Moreirense,Casa Pia AC,0.0
Clayton,90.0,0.0,0.0,0.0,0.0,5.4,Aug,24,FC Porto,Rio Ave,0.0
Clayton,90.0,0.0,0.0,0.0,0.0,6.4,Aug,17,Farense,Rio Ave,1.0
Clayton,90.0,1.0,0.0,1.0,0.0,7.3,Aug,9,Sporting CP,Rio Ave,1.0
Joao Mendes,45.0,0.0,1.0,0.0,0.0,7.0,Aug,29,Zrinjski Mostar,Vitoria de Guimaraes,4.0
Joao Mendes,45.0,0.0,1.0,0.0,0.0,7.0,Aug,29,Zrinjski Mostar,Vitoria de Guimaraes,4.0
Joao Mendes,21.0,0.0,0.0,0.0,0.0,6.4,Aug,25,AVS Futebol SAD,Vitoria de Guimaraes,0.0
Joao Mendes,21.0,0.0,0.0,0.0,0.0,6.4,Aug,25,AVS Futebol SAD,Vitoria de Guimaraes,0.0
Joao Mendes,21.0,1.0,0.0,0.0,0.0,7.1,Aug,21,Zrinjski Mostar,Vitoria de Guimaraes,3.0
Joao Mendes,21.0,1.0,0.0,0.0,0.0,7.1,Aug,21,Zrinjski Mostar,Vitoria de Guimaraes,3.0
Joao Mendes,45.0,0.0,0.0,0.0,0.0,6.9,Apr,13,Farense,Vitoria de Guimaraes,1.0
Joao Mendes,45.0,0.0,0.0,0.0,0.0,6.9,Apr,13,Farense,Vitoria de Guimaraes,1.0
Joao Mendes,77.0,0.0,0.0,1.0,0.0,6.0,Apr,7,FC Porto,Vitoria de Guimaraes,2.0
Joao Mendes,77.0,0.0,0.0,1.0,0.0,6.0,Apr,7,FC Porto,Vitoria de Guimaraes,2.0
Joao Mendes,60.0,0.0,0.0,1.0,0.0,7.1,Apr,3,FC Porto,Vitoria de Guimaraes,0.0
Joao Mendes,60.0,0.0,0.0,1.0,0.0,7.1,Apr,3,FC Porto,Vitoria de Guimaraes,0.0
Joao Mendes,67.0,0.0,0.0,1.0,0.0,6.6,Mar,30,Moreirense,Vitoria de Guimaraes,1.0
Joao Mendes,67.0,0.0,0.0,1.0,0.0,6.6,Mar,30,Moreirense,Vitoria de Guimaraes,1.0
Gaizka Larrazabal,88.0,0.0,0.0,0.0,1.0,5.1,Aug,24,Santa Clara,Casa Pia AC,0.0
Gaizka Larrazabal,87.0,0.0,0.0,0.0,0.0,7.3,Aug,17,Benfica,Casa Pia AC,0.0
Gaizka Larrazabal,22.0,0.0,0.0,0.0,0.0,6.6,Aug,10,Boavista,Casa Pia AC,0.0
Gaizka Larrazabal,83.0,0.0,0.0,0.0,0.0,7.6,May,17,Famalicao,Casa Pia AC,2.0
Gaizka Larrazabal,7.0,0.0,0.0,0.0,0.0,6.9,May,12,Moreirense,Casa Pia AC,0.0
Gaizka Larrazabal,90.0,0.0,0.0,0.0,0.0,7.1,May,5,Braga,Casa Pia AC,3.0
Gaizka Larrazabal,90.0,0.0,0.0,0.0,0.0,7.4,Apr,27,Chaves,Casa Pia AC,3.0
Gaizka Larrazabal,90.0,0.0,0.0,1.0,0.0,6.8,Apr,21,FC Porto,Casa Pia AC,1.0
Gaizka Larrazabal,90.0,0.0,0.0,0.0,0.0,7.7,Apr,14,Portimonense,Casa Pia AC,2.0
Gaizka Larrazabal,90.0,0.0,0.0,0.0,0.0,8.3,Apr,8,Estoril,Casa Pia AC,0.0
Goncalo Miguel,45.0,0.0,0.0,0.0,0.0,6.3,Aug,24,Famalicao,Boavista,0.0
Goncalo Miguel,14.0,0.0,0.0,0.0,0.0,6.3,Aug,18,Braga,Boavista,0.0
Leo Cordeiro,90.0,0.0,0.0,1.0,0.0,6.2,Aug,24,Benfica,Estrela da Amadora,0.0
