player_names,matchday_details,matchday_stats,minutes_played,goals_scored,assists,yellow_cards,red_cards,player_ratings
Adrián Marin,"Dec 12, 2023SSC Napoli2-0",00000-,0,0,0,0,0,-
Adrián Marin,"Dec 8, 2023Vizela1-3",30000-,3,0,0,0,0,-
Adrián Marin,"Dec 3, 2023Estoril3-1",00000-,0,0,0,0,0,-
Adrián Marin,"Nov 29, 2023Union Berlin1-1",00000-,0,0,0,0,0,-
Adrián Marin,"Nov 12, 2023Arouca0-1",00000-,0,0,0,0,0,-
Adrián Marin,"Nov 8, 2023Real Madrid3-0",00000-,0,0,0,0,0,-
Adrián Marin,"Nov 4, 2023Portimonense6-1",00000-,0,0,0,0,0,-
Adrián Marin,"Oct 28, 2023Gil Vicente3-3",00000-,0,0,0,0,0,-
Adrián Marin,"Oct 24, 2023Real Madrid1-2",00000-,0,0,0,0,0,-
Adrián Marin,"Oct 7, 2023Rio Ave2-1",4500006.2,45,0,0,0,0,6.2
Luis Asué,Apr 20Gil Vicente0-1,3000006.1,30,0,0,0,0,6.1
Luis Asué,Apr 14Benfica3-0,3400006.8,34,0,0,0,0,6.8
Luis Asué,Apr 7Estrela da Amadora2-2,2000006.0,20,0,0,0,0,6.0
