player_names,minutes_played,goals_scored,assists,yellow_cards,red_cards,player_ratings,Month,Day,Opponent
Cristian Devenish,90.0,0.0,0.0,0.0,0.0,7.2,Aug,25,Vitoria de Guimaraes
Cristian Devenish,90.0,0.0,0.0,1.0,0.0,6.4,Aug,16,Gil Vicente
Cristian Devenish,90.0,0.0,0.0,0.0,0.0,6.9,Aug,10,Nacional
Cristian Devenish,74.0,0.0,0.0,0.0,0.0,6.4,Apr,14,Estrela da Amadora
Rodrigo Abascal,90.0,0.0,0.0,1.0,0.0,7.6,Aug,31,Estoril
Rodrigo Abascal,90.0,0.0,0.0,0.0,0.0,6.7,Aug,24,Famalicao
Rodrigo Abascal,90.0,0.0,0.0,0.0,0.0,6.6,Aug,18,Braga
Rodrigo Abascal,90.0,0.0,0.0,0.0,0.0,7.1,Aug,10,Casa Pia AC
Rodrigo Abascal,90.0,0.0,0.0,0.0,0.0,7.8,May,18,Vizela
Rodrigo Abascal,90.0,0.0,0.0,0.0,0.0,7.4,May,4,Gil Vicente
Rodrigo Abascal,38.0,0.0,0.0,0.0,0.0,6.6,Apr,27,Vitoria de Guimaraes
Rodrigo Abascal,90.0,1.0,0.0,1.0,0.0,7.7,Apr,20,Estrela da Amadora
Rodrigo Abascal,90.0,0.0,0.0,1.0,0.0,5.9,Apr,14,Arouca
Ilija Vukotic,76.0,0.0,0.0,0.0,0.0,7.2,Aug,31,Estoril
Ilija Vukotic,84.0,0.0,0.0,1.0,0.0,7.1,Aug,24,Famalicao
Ilija Vukotic,69.0,0.0,0.0,0.0,0.0,5.9,Aug,18,Braga
Ilija Vukotic,83.0,0.0,0.0,0.0,0.0,7.3,Aug,10,Casa Pia AC
Ilija Vukotic,79.0,0.0,0.0,1.0,0.0,6.5,May,18,Vizela
Ilija Vukotic,86.0,0.0,0.0,0.0,0.0,5.2,May,12,FC Porto
Ilija Vukotic,8.0,0.0,0.0,0.0,0.0,6.5,May,4,Gil Vicente
Ilija Vukotic,38.0,0.0,0.0,0.0,0.0,6.2,Apr,27,Vitoria de Guimaraes
Ilija Vukotic,76.0,0.0,0.0,1.0,0.0,7.0,Apr,20,Estrela da Amadora
Marcelo,90.0,0.0,0.0,0.0,0.0,7.6,Aug,30,Benfica
Marcelo,90.0,0.0,0.0,1.0,0.0,6.2,Aug,25,Braga
Marcelo,90.0,0.0,0.0,0.0,0.0,7.1,Aug,18,Arouca
Marcelo,90.0,0.0,0.0,0.0,0.0,7.0,Aug,11,Farense
Marcelo,90.0,0.0,0.0,0.0,0.0,6.9,May,18,Estoril
Marcelo,90.0,0.0,0.0,0.0,0.0,7.3,May,12,Casa Pia AC
Marcelo,90.0,0.0,0.0,0.0,0.0,7.5,May,3,Vizela
Marcelo,90.0,0.0,1.0,0.0,0.0,8.3,Apr,28,Portimonense
Jhonatan,90.0,0.0,0.0,0.0,0.0,7.8,Sep,1,Arouca
Jhonatan,90.0,0.0,0.0,0.0,0.0,7.9,Aug,24,FC Porto
Jhonatan,90.0,0.0,0.0,0.0,0.0,8.8,Aug,17,Farense
Jhonatan,90.0,0.0,0.0,0.0,0.0,3.6,Aug,9,Sporting CP
Jhonatan,90.0,0.0,0.0,0.0,0.0,5.9,May,11,Portimonense
Jhonatan,90.0,0.0,0.0,1.0,0.0,7.9,May,4,Vitoria de Guimaraes
Jhonatan,90.0,0.0,0.0,0.0,0.0,6.9,Apr,27,Vizela
Jhonatan,90.0,0.0,0.0,0.0,0.0,7.2,Apr,19,Arouca
Jhonatan,90.0,0.0,0.0,0.0,0.0,7.5,Apr,14,Estrela da Amadora
Morlaye Sylla,90.0,0.0,0.0,0.0,0.0,7.1,Sep,1,Rio Ave
Morlaye Sylla,70.0,0.0,0.0,0.0,0.0,7.2,Aug,25,Nacional
Morlaye Sylla,90.0,0.0,0.0,0.0,0.0,6.5,Aug,18,Moreirense
Morlaye Sylla,90.0,0.0,0.0,0.0,0.0,6.7,Aug,12,Vitoria de Guimaraes
Morlaye Sylla,65.0,0.0,0.0,0.0,0.0,7.2,Jun,10,Mozambique
Morlaye Sylla,74.0,1.0,0.0,0.0,0.0,7.4,Jun,6,Algeria
Morlaye Sylla,90.0,0.0,0.0,0.0,0.0,6.4,May,12,Benfica
Morlaye Sylla,90.0,0.0,0.0,0.0,0.0,6.2,May,5,Estrela da Amadora
Morlaye Sylla,89.0,0.0,0.0,0.0,0.0,7.8,Apr,26,Gil Vicente
Morlaye Sylla,82.0,0.0,1.0,1.0,0.0,7.2,Apr,19,Rio Ave
Matheus Pereira,8.0,0.0,0.0,0.0,0.0,6.8,Aug,31,AVS Futebol SAD
Matheus Pereira,16.0,0.0,1.0,0.0,0.0,7.3,Aug,24,Casa Pia AC
Matheus Pereira,16.0,0.0,0.0,1.0,0.0,6.3,Aug,16,FC Porto
Matheus Pereira,7.0,0.0,1.0,0.0,0.0,6.8,Aug,11,Estoril
Matheus Pereira,73.0,1.0,1.0,0.0,0.0,8.6,May,18,Boavista
Matheus Pereira,31.0,1.0,1.0,0.0,0.0,7.9,May,11,Estrela da Amadora
Matheus Pereira,32.0,0.0,0.0,0.0,0.0,6.6,May,3,Moreirense
Matheus Pereira,13.0,0.0,0.0,0.0,0.0,6.0,Apr,27,Rio Ave
Matheus Pereira,17.0,0.0,0.0,0.0,0.0,6.2,Apr,20,Braga
Matheus Pereira,90.0,0.0,0.0,0.0,0.0,6.6,Apr,15,Chaves
Jonathan Buatu,90.0,0.0,0.0,0.0,0.0,7.2,Sep,1,Braga
Jonathan Buatu,90.0,0.0,0.0,0.0,0.0,6.5,Aug,25,Estoril
Jonathan Buatu,90.0,0.0,0.0,0.0,0.0,7.3,Aug,16,AVS Futebol SAD
Jonathan Buatu,90.0,0.0,0.0,0.0,0.0,6.5,Aug,10,FC Porto
Jonathan Buatu,90.0,0.0,0.0,0.0,0.0,6.4,May,18,Estrela da Amadora
Jonathan Buatu,90.0,0.0,0.0,0.0,0.0,7.4,May,12,Farense
Jonathan Buatu,90.0,0.0,0.0,0.0,0.0,7.1,May,4,Boavista
Jonathan Buatu,90.0,1.0,0.0,1.0,0.0,7.8,Apr,26,Arouca
Klismahn,8.0,0.0,0.0,0.0,0.0,6.8,Aug,31,AVS Futebol SAD
Klismahn,90.0,0.0,0.0,0.0,0.0,6.9,Aug,24,Casa Pia AC
Klismahn,22.0,0.0,0.0,0.0,0.0,6.6,Aug,16,FC Porto
Klismahn,4.0,0.0,0.0,0.0,0.0,6.8,Aug,11,Estoril
Klismahn,83.0,0.0,0.0,1.0,0.0,6.8,Feb,29,FC Porto
Klismahn,58.0,1.0,0.0,0.0,0.0,6.8,Jan,11,Nacional
Leonel Bucca,17.0,0.0,0.0,0.0,0.0,6.7,Aug,31,Casa Pia AC
Leonel Bucca,70.0,0.0,0.0,0.0,0.0,6.5,Aug,24,Benfica
Leonel Bucca,90.0,0.0,0.0,0.0,0.0,7.3,Aug,19,Famalicao
Leonel Bucca,90.0,0.0,0.0,1.0,0.0,6.5,Aug,11,Braga
Leonel Bucca,90.0,0.0,0.0,1.0,0.0,7.0,May,18,Gil Vicente
Leonel Bucca,90.0,0.0,0.0,0.0,0.0,6.8,May,11,Vizela
Leonel Bucca,90.0,0.0,0.0,1.0,0.0,7.5,May,5,Arouca
Leonel Bucca,90.0,0.0,0.0,0.0,0.0,6.7,Apr,29,Farense
Leonel Bucca,81.0,0.0,0.0,0.0,0.0,6.9,Apr,20,Boavista
Leonel Bucca,90.0,0.0,0.0,0.0,0.0,7.0,Apr,14,Rio Ave
Oscar Aranda,90.0,0.0,0.0,0.0,0.0,6.7,Sep,1,Vitoria de Guimaraes
Oscar Aranda,65.0,0.0,0.0,0.0,0.0,6.4,Aug,24,Boavista
Oscar Aranda,62.0,0.0,0.0,0.0,0.0,6.1,Aug,19,Estrela da Amadora
Oscar Aranda,86.0,0.0,1.0,0.0,0.0,7.8,Aug,11,Benfica
Oscar Aranda,9.0,0.0,0.0,0.0,0.0,6.7,May,17,Casa Pia AC
Oscar Aranda,60.0,0.0,0.0,0.0,0.0,6.6,Apr,28,Estoril
Oscar Aranda,2.0,0.0,0.0,0.0,0.0,6.7,Apr,21,Portimonense
Oscar Aranda,6.0,0.0,0.0,0.0,0.0,6.7,Apr,16,Sporting CP
Danilo Veiga,90.0,0.0,0.0,0.0,0.0,7.1,Aug,31,Casa Pia AC
Danilo Veiga,90.0,0.0,0.0,0.0,0.0,6.6,Aug,24,Benfica
Danilo Veiga,90.0,0.0,0.0,1.0,0.0,5.8,Aug,19,Famalicao
Danilo Veiga,90.0,0.0,0.0,0.0,0.0,7.9,Aug,11,Braga
Danilo Veiga,79.0,0.0,0.0,0.0,0.0,5.5,May,11,NK Varazdin
Danilo Veiga,14.0,0.0,0.0,0.0,0.0,5.8,Apr,21,HNK Gorica
Bruno Varela,90.0,0.0,0.0,0.0,0.0,6.6,Sep,1,Famalicao
Bruno Varela,90.0,0.0,0.0,0.0,0.0,6.6,Aug,29,Zrinjski Mostar
Bruno Varela,90.0,0.0,0.0,0.0,0.0,6.0,Aug,25,AVS Futebol SAD
Bruno Varela,90.0,0.0,0.0,0.0,0.0,6.6,Aug,21,Zrinjski Mostar
Bruno Varela,90.0,0.0,0.0,0.0,0.0,7.6,Aug,18,Estoril
Bruno Varela,90.0,0.0,0.0,0.0,0.0,6.7,Aug,12,Arouca
Bruno Varela,90.0,0.0,0.0,0.0,0.0,6.6,Aug,1,Floriana
Bruno Varela,90.0,0.0,0.0,0.0,0.0,6.6,Jul,25,Floriana
Gabriel Batista,90.0,0.0,0.0,0.0,0.0,6.4,Aug,31,AVS Futebol SAD
Gabriel Batista,90.0,0.0,0.0,1.0,0.0,7.6,Aug,24,Casa Pia AC
Gabriel Batista,90.0,0.0,0.0,0.0,0.0,6.5,Aug,16,FC Porto
Gabriel Batista,90.0,0.0,0.0,0.0,0.0,6.2,Aug,11,Estoril
João Marques,14.0,0.0,0.0,0.0,0.0,5.8,Sep,1,Gil Vicente
João Marques,1.0,0.0,0.0,0.0,0.0,6.5,Aug,18,Boavista
João Marques,20.0,0.0,0.0,1.0,0.0,6.7,Aug,11,Estrela da Amadora
João Marques,3.0,0.0,0.0,0.0,0.0,6.5,Aug,8,Servette
João Marques,1.0,0.0,0.0,0.0,0.0,6.5,Jul,25,Maccabi Petach Tikva
Filipe Ferreira,90.0,0.0,0.0,0.0,0.0,7.6,Aug,31,Estoril
Filipe Ferreira,74.0,0.0,0.0,1.0,0.0,6.2,Aug,24,Famalicao
Filipe Ferreira,83.0,0.0,0.0,0.0,0.0,6.8,Aug,18,Braga
Filipe Ferreira,90.0,0.0,0.0,0.0,0.0,7.1,Aug,10,Casa Pia AC
Filipe Ferreira,90.0,0.0,0.0,0.0,0.0,5.9,May,18,Vizela
Filipe Ferreira,12.0,0.0,0.0,0.0,0.0,6.0,May,12,FC Porto
Filipe Ferreira,89.0,0.0,0.0,0.0,0.0,7.8,May,4,Gil Vicente
Filipe Ferreira,5.0,0.0,0.0,0.0,0.0,6.6,Apr,27,Vitoria de Guimaraes
Filipe Ferreira,45.0,0.0,0.0,0.0,0.0,6.0,Apr,14,Arouca
Roger Fernandes,58.0,0.0,0.0,0.0,0.0,6.8,Sep,1,Gil Vicente
Roger Fernandes,37.0,0.0,0.0,1.0,0.0,6.5,Aug,29,Rapid Wien
Roger Fernandes,27.0,0.0,0.0,0.0,0.0,6.3,Aug,25,Moreirense
Roger Fernandes,61.0,0.0,0.0,0.0,0.0,6.8,Aug,22,Rapid Wien
Roger Fernandes,87.0,0.0,0.0,0.0,0.0,7.6,Aug,18,Boavista
Roger Fernandes,73.0,0.0,0.0,0.0,0.0,6.8,Aug,15,Servette
Roger Fernandes,69.0,0.0,0.0,0.0,0.0,6.3,Aug,11,Estrela da Amadora
Roger Fernandes,70.0,0.0,0.0,0.0,0.0,6.4,Aug,8,Servette
Roger Fernandes,64.0,1.0,0.0,0.0,0.0,7.5,Aug,1,Maccabi Petach Tikva
Roger Fernandes,86.0,0.0,0.0,0.0,0.0,7.2,Jul,25,Maccabi Petach Tikva
Anatolii Trubin,90.0,0.0,0.0,0.0,0.0,6.9,Aug,30,Moreirense
Anatolii Trubin,90.0,0.0,0.0,0.0,0.0,7.2,Aug,24,Estrela da Amadora
Anatolii Trubin,90.0,0.0,0.0,0.0,0.0,7.4,Aug,17,Casa Pia AC
Anatolii Trubin,90.0,0.0,0.0,0.0,0.0,5.5,Aug,11,Famalicao
Anatolii Trubin,90.0,0.0,0.0,0.0,0.0,7.7,Jul,28,Feyenoord
Anatolii Trubin,90.0,0.0,0.0,0.0,0.0,7.7,Jun,26,Belgium
Anatolii Trubin,90.0,0.0,0.0,0.0,0.0,7.8,Jun,21,Slovakia
Nuno Santos,71.0,0.0,0.0,0.0,0.0,6.5,Sep,1,Famalicao
Nuno Santos,90.0,1.0,0.0,0.0,0.0,7.5,Aug,29,Zrinjski Mostar
Nuno Santos,28.0,0.0,0.0,1.0,0.0,6.7,Aug,25,AVS Futebol SAD
Nuno Santos,69.0,0.0,0.0,1.0,0.0,7.3,Aug,21,Zrinjski Mostar
Nuno Santos,20.0,0.0,0.0,0.0,0.0,6.7,Aug,18,Estoril
Nuno Santos,22.0,0.0,0.0,0.0,0.0,6.8,Aug,12,Arouca
Nuno Santos,64.0,0.0,0.0,0.0,0.0,7.3,Aug,1,Floriana
Nuno Santos,63.0,0.0,0.0,0.0,0.0,7.3,Jul,25,Floriana
Chico Lamba,90.0,0.0,0.0,1.0,0.0,6.9,Sep,1,Rio Ave
Chico Lamba,90.0,0.0,0.0,0.0,0.0,7.1,Aug,25,Nacional
Chico Lamba,90.0,0.0,0.0,1.0,0.0,6.2,Aug,18,Moreirense
Nélson Oliveira,82.0,0.0,1.0,0.0,0.0,7.3,Sep,1,Famalicao
Nélson Oliveira,60.0,1.0,0.0,1.0,0.0,7.5,Aug,29,Zrinjski Mostar
Nélson Oliveira,21.0,0.0,0.0,0.0,0.0,6.2,Aug,25,AVS Futebol SAD
Nélson Oliveira,69.0,0.0,0.0,0.0,0.0,6.7,Aug,21,Zrinjski Mostar
Nélson Oliveira,20.0,0.0,0.0,0.0,0.0,6.1,Aug,18,Estoril
Nélson Oliveira,68.0,1.0,0.0,0.0,0.0,7.8,Aug,12,Arouca
Nélson Oliveira,26.0,0.0,0.0,0.0,0.0,6.7,Aug,1,Floriana
Nélson Oliveira,63.0,0.0,0.0,1.0,0.0,6.7,Jul,25,Floriana
Samuel Granada,66.0,0.0,0.0,0.0,0.0,5.9,Aug,31,Santa Clara
Samuel Granada,61.0,0.0,1.0,0.0,1.0,6.3,Aug,16,Gil Vicente
Samuel Granada,89.0,0.0,0.0,0.0,0.0,7.1,Aug,10,Nacional
Taichi Fukui,90.0,0.0,0.0,0.0,0.0,7.2,Sep,1,Rio Ave
Taichi Fukui,90.0,0.0,0.0,0.0,0.0,7.1,Aug,25,Nacional
Taichi Fukui,90.0,0.0,0.0,0.0,0.0,6.5,Aug,18,Moreirense
Taichi Fukui,89.0,0.0,0.0,0.0,0.0,6.4,Aug,12,Vitoria de Guimaraes
Taichi Fukui,90.0,0.0,0.0,0.0,0.0,6.7,Jun,2,AVS Futebol SAD
Taichi Fukui,90.0,0.0,0.0,0.0,0.0,7.0,May,25,AVS Futebol SAD
Taichi Fukui,89.0,0.0,0.0,0.0,0.0,7.2,May,18,Farense
Taichi Fukui,90.0,0.0,0.0,0.0,0.0,7.0,May,11,Rio Ave
Taichi Fukui,59.0,0.0,0.0,0.0,0.0,6.2,May,4,Sporting CP
Taichi Fukui,81.0,0.0,0.0,0.0,0.0,6.4,Apr,28,Moreirense
Luis Rocha,90.0,0.0,0.0,0.0,0.0,7.1,Aug,31,AVS Futebol SAD
Luis Rocha,90.0,0.0,0.0,1.0,0.0,6.7,Aug,24,Casa Pia AC
Luis Rocha,90.0,0.0,0.0,0.0,0.0,6.9,Feb,29,FC Porto
Mateus Fernandes,45.0,0.0,0.0,0.0,0.0,6.5,Aug,31,Brentford
Mateus Fernandes,64.0,1.0,1.0,0.0,0.0,8.9,Aug,28,Cardiff City
Mateus Fernandes,14.0,0.0,0.0,0.0,0.0,6.2,Aug,24,Nottingham Forest
Mateus Fernandes,25.0,0.0,0.0,0.0,0.0,6.7,Aug,9,Rio Ave
Mateus Fernandes,19.0,0.0,0.0,0.0,0.0,6.4,Aug,3,FC Porto
Mateus Fernandes,90.0,0.0,0.0,0.0,0.0,7.5,May,18,Moreirense
Mateus Fernandes,90.0,0.0,0.0,0.0,0.0,6.6,May,5,Farense
Mateus Fernandes,89.0,0.0,1.0,0.0,0.0,8.2,Apr,28,Famalicao
Mateus Fernandes,90.0,0.0,1.0,0.0,0.0,7.4,Apr,21,Chaves
Zeno Debast,10.0,0.0,0.0,0.0,0.0,6.7,Aug,31,FC Porto
Zeno Debast,18.0,0.0,0.0,0.0,0.0,6.3,Aug,23,Farense
Zeno Debast,21.0,0.0,1.0,0.0,0.0,7.0,Aug,17,Nacional
Zeno Debast,90.0,0.0,0.0,0.0,0.0,4.7,Aug,3,FC Porto
Zeno Debast,13.0,0.0,0.0,0.0,0.0,6.4,Jun,22,Romania
Zeno Debast,90.0,0.0,0.0,0.0,0.0,6.8,Jun,17,Slovakia
Zeno Debast,25.0,0.0,0.0,0.0,0.0,6.3,Jun,8,Luxembourg
Vitor Gomes,5.0,0.0,0.0,0.0,0.0,6.4,Sep,1,Arouca
Vitor Gomes,6.0,0.0,0.0,0.0,0.0,6.4,Aug,24,FC Porto
Vitor Gomes,15.0,0.0,0.0,0.0,0.0,6.7,Aug,17,Farense
Vitor Gomes,8.0,0.0,1.0,0.0,0.0,6.4,Aug,9,Sporting CP
Vitor Gomes,15.0,0.0,0.0,0.0,0.0,6.2,May,17,Benfica
Vitor Gomes,56.0,0.0,0.0,0.0,0.0,6.7,May,11,Portimonense
Vitor Gomes,21.0,0.0,0.0,0.0,0.0,6.7,May,4,Vitoria de Guimaraes
Vitor Gomes,32.0,0.0,0.0,0.0,0.0,6.4,Apr,27,Vizela
Andrew,90.0,0.0,0.0,1.0,0.0,7.6,Sep,1,Braga
Andrew,90.0,0.0,0.0,0.0,0.0,7.8,Aug,25,Estoril
Andrew,90.0,0.0,0.0,0.0,0.0,6.4,Aug,16,AVS Futebol SAD
Andrew,90.0,0.0,0.0,0.0,0.0,5.7,Aug,10,FC Porto
Andrew,90.0,0.0,0.0,0.0,0.0,6.4,May,18,Estrela da Amadora
Andrew,90.0,0.0,0.0,0.0,0.0,7.7,May,12,Farense
Andrew,90.0,0.0,0.0,0.0,0.0,7.8,May,4,Boavista
Andrew,90.0,0.0,0.0,0.0,0.0,6.6,Apr,26,Arouca
Andrew,90.0,0.0,0.0,0.0,0.0,7.6,Apr,20,Moreirense
Andrew,90.0,0.0,0.0,0.0,0.0,4.4,Apr,12,Sporting CP
Pedro Carvalho,45.0,0.0,0.0,0.0,0.0,6.9,Aug,31,Boavista
Pedro Carvalho,68.0,0.0,0.0,0.0,0.0,6.9,Aug,25,Gil Vicente
Pedro Carvalho,20.0,0.0,0.0,0.0,0.0,6.4,Aug,18,Vitoria de Guimaraes
Mohamed Belloumi,90.0,0.0,0.0,0.0,0.0,6.7,Aug,23,Sporting CP
Mohamed Belloumi,90.0,0.0,0.0,0.0,0.0,6.6,Aug,17,Rio Ave
Mohamed Belloumi,90.0,0.0,0.0,0.0,0.0,6.6,Aug,11,Moreirense
Mohamed Belloumi,90.0,0.0,0.0,0.0,0.0,6.8,May,18,Portimonense
Mohamed Belloumi,71.0,0.0,0.0,0.0,0.0,5.7,May,12,Gil Vicente
Mohamed Belloumi,81.0,0.0,1.0,0.0,0.0,8.2,May,5,Estoril
Mohamed Belloumi,68.0,1.0,0.0,0.0,0.0,7.9,Apr,29,Estrela da Amadora
Mohamed Belloumi,90.0,1.0,0.0,0.0,0.0,7.4,Apr,22,Benfica
Mohamed Belloumi,80.0,0.0,0.0,0.0,0.0,7.3,Apr,13,Vitoria de Guimaraes
Mohamed Belloumi,69.0,0.0,1.0,0.0,0.0,8.0,Apr,5,Boavista
Guilherme Schettine,13.0,0.0,0.0,1.0,0.0,5.9,Aug,30,Benfica
Guilherme Schettine,24.0,0.0,0.0,0.0,0.0,6.6,Aug,25,Braga
Guilherme Schettine,3.0,0.0,0.0,0.0,0.0,6.3,Aug,18,Arouca
Guilherme Schettine,22.0,0.0,0.0,0.0,0.0,6.0,Jun,1,Akron Togliatti
Guilherme Schettine,64.0,0.0,0.0,0.0,0.0,6.0,May,29,Akron Togliatti
Guilherme Schettine,45.0,0.0,0.0,0.0,0.0,6.4,May,25,CSKA Moscow
Guilherme Schettine,29.0,1.0,0.0,1.0,0.0,7.3,May,19,FC Orenburg
Guilherme Schettine,1.0,0.0,0.0,0.0,0.0,6.3,May,12,Fakel
Guilherme Schettine,1.0,0.0,0.0,0.0,0.0,6.3,May,6,Baltika
Kiko Bondoso,37.0,0.0,0.0,0.0,0.0,6.0,Aug,24,FC Porto
Kiko Bondoso,75.0,0.0,0.0,0.0,0.0,7.5,Aug,17,Farense
Kiko Bondoso,25.0,0.0,0.0,0.0,0.0,6.4,Aug,9,Sporting CP
Kiko Bondoso,13.0,0.0,0.0,0.0,0.0,6.0,Mar,14,Olympiacos
Lawrence Ofori,90.0,1.0,0.0,0.0,0.0,7.8,Aug,30,Benfica
Lawrence Ofori,79.0,0.0,0.0,0.0,0.0,5.4,Aug,25,Braga
Lawrence Ofori,82.0,0.0,0.0,1.0,0.0,6.9,Aug,18,Arouca
Lawrence Ofori,23.0,0.0,1.0,0.0,0.0,7.6,Aug,11,Farense
Lawrence Ofori,76.0,0.0,0.0,0.0,0.0,7.0,May,18,Estoril
Lawrence Ofori,74.0,0.0,0.0,0.0,0.0,6.6,May,12,Casa Pia AC
Lawrence Ofori,80.0,1.0,0.0,0.0,0.0,8.0,May,3,Vizela
Lawrence Ofori,70.0,0.0,0.0,0.0,0.0,7.1,Apr,28,Portimonense
Lawrence Ofori,90.0,0.0,0.0,0.0,0.0,6.4,Apr,20,Gil Vicente
Lawrence Ofori,85.0,0.0,0.0,0.0,0.0,5.6,Apr,14,Benfica
Goncalo Borges,17.0,0.0,0.0,0.0,0.0,5.9,Aug,31,Sporting CP
Goncalo Borges,13.0,0.0,0.0,0.0,0.0,6.2,Aug,24,Rio Ave
Goncalo Borges,17.0,0.0,0.0,0.0,0.0,6.2,Aug,16,Santa Clara
Goncalo Borges,61.0,0.0,1.0,0.0,0.0,7.5,Aug,10,Gil Vicente
Goncalo Borges,83.0,0.0,1.0,0.0,0.0,7.2,Aug,3,Sporting CP
Goncalo Borges,65.0,1.0,0.0,0.0,0.0,7.9,Jul,28,Al Nassr FC
Goncalo Borges,1.0,0.0,0.0,0.0,0.0,6.6,May,26,Sporting CP
Goncalo Borges,1.0,0.0,0.0,0.0,0.0,6.6,May,18,Braga
Goncalo Borges,7.0,0.0,0.0,0.0,0.0,6.6,May,4,Chaves
Gustavo Garcia,90.0,0.0,0.0,0.0,0.0,7.9,Sep,1,Farense
Gustavo Garcia,90.0,0.0,0.0,1.0,0.0,6.8,Aug,25,Arouca
Gustavo Garcia,90.0,0.0,0.0,0.0,0.0,5.7,Aug,17,Sporting CP
Gustavo Garcia,90.0,0.0,0.0,0.0,0.0,7.4,Aug,10,AVS Futebol SAD
Gustavo Garcia,3.0,0.0,0.0,0.0,0.0,7.1,Jul,2,Corinthians
Jonathan Panzo,90.0,0.0,0.0,0.0,0.0,7.2,Sep,1,Arouca
Jonathan Panzo,45.0,0.0,0.0,0.0,0.0,6.6,Aug,24,FC Porto
Jonathan Panzo,90.0,0.0,0.0,0.0,0.0,6.1,May,25,KV Mechelen
Jonathan Panzo,90.0,0.0,0.0,0.0,0.0,6.9,May,18,Gent
Jonathan Panzo,79.0,0.0,0.0,0.0,0.0,6.5,May,5,OH Leuven
Jonathan Panzo,90.0,0.0,0.0,0.0,0.0,7.5,Apr,23,KV Mechelen
Jonathan Panzo,64.0,0.0,0.0,0.0,0.0,6.6,Apr,20,Westerlo
Rafael Barbosa,76.0,0.0,0.0,1.0,0.0,6.3,Sep,1,Nacional
Rafael Barbosa,45.0,0.0,0.0,0.0,0.0,6.6,Aug,23,Sporting CP
Rafael Barbosa,45.0,0.0,0.0,0.0,0.0,6.0,May,18,Portimonense
Rafael Barbosa,61.0,0.0,0.0,0.0,0.0,6.9,May,12,Gil Vicente
Rafael Barbosa,66.0,0.0,0.0,0.0,0.0,6.6,May,5,Estoril
Rafael Barbosa,80.0,0.0,0.0,0.0,0.0,6.9,Apr,29,Estrela da Amadora
Rafael Barbosa,69.0,0.0,0.0,0.0,0.0,7.0,Apr,22,Benfica
Rafael Barbosa,62.0,0.0,0.0,0.0,0.0,6.2,Apr,13,Vitoria de Guimaraes
Rafael Barbosa,80.0,0.0,0.0,0.0,0.0,7.5,Apr,5,Boavista
Rafael Barbosa,18.0,0.0,0.0,0.0,0.0,6.2,Mar,30,Arouca
Gil Dias,5.0,0.0,0.0,1.0,0.0,6.5,Sep,1,Vitoria de Guimaraes
Gil Dias,25.0,0.0,0.0,0.0,0.0,6.4,Aug,24,Boavista
Gil Dias,28.0,0.0,0.0,0.0,0.0,6.3,Aug,19,Estrela da Amadora
Gil Dias,27.0,0.0,0.0,0.0,0.0,7.1,Aug,11,Benfica
Nuno Moreira,66.0,0.0,0.0,0.0,0.0,6.5,Aug,24,Santa Clara
Nuno Moreira,77.0,0.0,0.0,0.0,0.0,6.0,Aug,17,Benfica
Nuno Moreira,90.0,0.0,0.0,0.0,0.0,7.3,Aug,10,Boavista
Nuno Moreira,68.0,1.0,0.0,0.0,0.0,8.1,May,17,Famalicao
Nuno Moreira,73.0,0.0,0.0,0.0,0.0,6.8,May,12,Moreirense
Nuno Moreira,71.0,0.0,0.0,0.0,0.0,6.8,May,5,Braga
Nuno Moreira,62.0,0.0,0.0,0.0,0.0,6.6,Apr,27,Chaves
Nuno Moreira,82.0,1.0,0.0,0.0,0.0,8.1,Apr,21,FC Porto
Nuno Moreira,66.0,0.0,1.0,1.0,0.0,7.7,Apr,14,Portimonense
Nuno Moreira,63.0,0.0,0.0,0.0,0.0,6.9,Apr,8,Estoril
Nigel Thomas,78.0,0.0,0.0,0.0,0.0,6.0,Aug,25,Arouca
Nigel Thomas,56.0,1.0,0.0,0.0,0.0,7.5,Aug,17,Sporting CP
Nigel Thomas,58.0,0.0,0.0,0.0,0.0,6.3,Aug,10,AVS Futebol SAD
Nigel Thomas,8.0,0.0,0.0,0.0,0.0,6.6,Mar,31,Hvidovre
Nigel Thomas,12.0,0.0,0.0,0.0,0.0,6.2,Mar,3,Randers FC
Nigel Thomas,58.0,0.0,0.0,1.0,0.0,6.5,Feb,25,Hvidovre
Nigel Thomas,90.0,0.0,1.0,0.0,0.0,7.6,Feb,16,OB
Brandon Aguilera,4.0,0.0,0.0,0.0,0.0,6.8,Sep,1,Arouca
Brandon Aguilera,4.0,0.0,0.0,0.0,0.0,6.8,Aug,17,Farense
Brandon Aguilera,14.0,0.0,0.0,0.0,0.0,6.6,Aug,9,Sporting CP
Brandon Aguilera,22.0,0.0,0.0,0.0,0.0,6.0,Jul,3,Paraguay
Brandon Aguilera,66.0,0.0,0.0,0.0,0.0,6.5,Jun,29,Colombia
Brandon Aguilera,89.0,0.0,0.0,0.0,0.0,6.5,Jun,25,Brazil
Brandon Aguilera,90.0,0.0,1.0,0.0,0.0,7.9,Jun,9,Grenada
Brandon Aguilera,70.0,0.0,0.0,0.0,0.0,6.5,Jun,1,Uruguay
Jose Fontán,90.0,0.0,0.0,0.0,0.0,6.6,Aug,12,Vitoria de Guimaraes
Jose Fontán,62.0,0.0,0.0,0.0,0.0,6.5,Jun,2,Espanyol
